"giudizio","genere","nazione","anno","durata","visibilita"
"mediocre","COM","USA",87,107,"GEN"
"ottimo","DRA","ITA",61,107,"ADU"
"buono","FAN","USA",87,107,"ADU"
"buono","COM","USA",89,107,"TUT"
"mediocre","DRA","USA",56,107,"GEN"
"mediocre","POL","ITA",80,108,"GEN"
"mediocre","CMC","USA",81,108,"TUT"
"buono","DRA","USA",48,108,"GEN"
"mediocre","COM","ITA",61,108,"ADU"
"buono","DRA","USA",78,108,"ADU"
"mediocre","WES","USA",53,108,"GEN"
"mediocre","STO","ITA",88,108,"GEN"
"mediocre","COM","ITA",61,108,"ADU"
"buono","COM","USA",67,108,"TUT"
"buono","COM","USA",52,108,"GEN"
"mediocre","THR","USA",89,108,"GEN"
"ottimo","COM","ITA",72,108,"ADU"
"buono","MUS","USA",54,108,"TUT"
"scadente","DRA","USA",81,108,"ADU"
"mediocre","AVV","USA",85,108,"GEN"
"buono","DRA","USA",78,108,"ADU"
"mediocre","STO","ITA",88,108,"GEN"
"buono","HOR","USA",88,108,"GEN"
"mediocre","THR","USA",89,108,"GEN"
"buono","HOR","USA",88,108,"GEN"
"buono","SEN","USA",37,108,"GEN"
"buono","DRA","USA",81,109,"GEN"
"buono","GIA","USA",84,109,"ADU"
"mediocre","COM","USA",85,109,"GEN"
"mediocre","STO","USA",60,109,"GEN"
"ottimo","DRA","USA",72,109,"ADU"
"mediocre","DRA","USA",79,109,"GEN"
"buono","COM","USA",90,109,"TUT"
"mediocre","STO","USA",60,109,"GEN"
"buono","DRA","USA",56,109,"GEN"
"buono","WES","USA",61,109,"TUT"
"mediocre","AVV","USA",42,109,"TUT"
"mediocre","WES","USA",93,109,"GEN"
"mediocre","FAN","USA",87,109,"TUT"
"mediocre","DRA","USA",93,109,"TUT"
"buono","DRA","USA",49,109,"GEN"
"mediocre","DRA","USA",87,109,"ADU"
"buono","COM","ITA",54,109,"GEN"
"mediocre","DRA","USA",90,110,"GEN"
"mediocre","COM","USA",80,110,"TUT"
"scadente","AVV","USA",84,110,"TUT"
"mediocre","DRA","USA",79,110,"ADU"
"ottimo","DRA","ITA",60,110,"TUT"
"mediocre","BEL","USA",49,110,"GEN"
"buono","FAN","USA",92,110,"ADU"
"buono","COM","USA",39,110,"TUT"
"buono","DRA","USA",49,110,"GEN"
"mediocre","COM","USA",63,110,"ADU"
"mediocre","COM","ITA",65,110,"GEN"
"mediocre","DRA","USA",87,110,"GEN"
"mediocre","CMC","ITA",73,110,"ADU"
"mediocre","COM","USA",90,110,"GEN"
"mediocre","DRA","ITA",77,110,"GEN"
"buono","COM","USA",92,110,"GEN"
"ottimo","COM","SVE",55,110,"ADU"
"buono","POL","USA",89,110,"ADU"
"buono","AVV","USA",55,110,"GEN"
"scadente","CMC","ITA",80,110,"ADU"
"mediocre","COM","USA",63,110,"ADU"
"mediocre","CMC","ITA",58,110,"TUT"
"mediocre","COM","ITA",86,110,"GEN"
"mediocre","COM","ITA",87,110,"GEN"
"buono","DRA","USA",49,110,"GEN"
"mediocre","COM","USA",93,110,"GEN"
"scadente","COM","ITA",89,110,"GEN"
"mediocre","DRA","USA",90,110,"GEN"
"mediocre","DRA","ITA",54,110,"GEN"
"mediocre","COM","ITA",87,110,"GEN"
"mediocre","COM","ITA",87,110,"GEN"
"buono","DRA","USA",84,110,"GEN"
"scadente","DRA","USA",76,110,"ADU"
"ottimo","DRA","ITA",60,110,"TUT"
"mediocre","COM","ITA",62,110,"GEN"
"mediocre","DRA","USA",87,110,"GEN"
"mediocre","COM","USA",58,110,"TUT"
"mediocre","COM","ITA",86,110,"GEN"
"ottimo","COM","ITA",50,110,"TUT"
"mediocre","COM","USA",87,111,"TUT"
"mediocre","AVV","USA",78,111,"GEN"
"buono","COM","GB",93,111,"GEN"
"mediocre","DRA","USA",88,111,"ADU"
"mediocre","DRA","USA",88,111,"ADU"
"buono","MUS","USA",55,111,"TUT"
"mediocre","COM","ITA",71,111,"GEN"
"buono","DRA","USA",87,112,"GEN"
"mediocre","WES","USA",79,112,"GEN"
"mediocre","AZI","USA",91,112,"GEN"
"mediocre","COM","ITA",84,112,"TUT"
"scadente","COM","AUT",88,112,"TUT"
"mediocre","DRA","USA",87,112,"ADU"
"mediocre","COM","USA",92,112,"TUT"
"scadente","COM","AUS",88,112,"TUT"
"buono","COM","USA",42,112,"TUT"
"scadente","COM","ITA",92,112,"GEN"
"mediocre","DRA","ITA",94,112,"GEN"
"mediocre","WES","USA",79,112,"GEN"
"ottimo","DRA","ITA",51,113,"GEN"
"ottimo","DRA","USA",76,113,"ADU"
"mediocre","POL","USA",70,113,"ADU"
"buono","DRA","USA",46,113,"ADU"
"mediocre","COM","USA",86,113,"ADU"
"buono","DRA","FRA",89,113,"GEN"
"mediocre","COM","ITA",70,113,"ADU"
"ottimo","DRA","USA",78,113,"ADU"
"mediocre","WES","GB",68,113,"GEN"
"ottimo","MUS","USA",44,113,"TUT"
"ottimo","DRA","USA",75,113,"ADU"
"mediocre","COM","ITA",85,113,"TUT"
"mediocre","BEL","ITA",68,113,"GEN"
"scadente","COM","ITA",85,113,"GEN"
"ottimo","POL","USA",49,114,"ADU"
"mediocre","COM","USA",64,114,"GEN"
"ottimo","POL","USA",49,114,"ADU"
"mediocre","AVV","USA",58,114,"GEN"
"scadente","COM","ITA",82,114,"TUT"
"buono","POL","USA",70,114,"ADU"
"ottimo","THR","USA",44,114,"ADU"
"ottimo","CRI","USA",74,114,"GEN"
"scadente","AVV","ITA",78,114,"TUT"
"scadente","COM","ITA",82,114,"TUT"
"mediocre","DRA","USA",90,114,"ADU"
"buono","POL","USA",85,114,"GEN"
"ottimo","GIA","USA",46,114,"ADU"
"buono","GIA","USA",90,114,"GEN"
"buono","WES","USA",70,114,"GEN"
"ottimo","THR","USA",44,114,"ADU"
"mediocre","AVV","USA",84,114,"ADU"
"mediocre","COM","USA",64,114,"GEN"
"mediocre","AVV","GB",63,115,"GEN"
"buono","COM","USA",90,115,"GEN"
"buono","DRA","USA",61,115,"ADU"
"ottimo","DRA","BEL",88,115,"TUT"
"mediocre","GIA","USA",82,115,"GEN"
"buono","DRA","AUS",75,115,"GEN"
"buono","COM","ITA",86,115,"GEN"
"buono","DRA","USA",55,115,"GEN"
"buono","DRA","USA",93,115,"ADU"
"mediocre","COM","USA",91,115,"GEN"
"mediocre","WES","ITA",71,115,"GEN"
"ottimo","AVV","GB",39,115,"TUT"
"ottimo","DRA","USA",32,115,"GEN"
"buono","COM","GB",85,115,"GEN"
"mediocre","POL","USA",73,115,"GEN"
"mediocre","WES","ITA",71,115,"GEN"
"mediocre","COM","USA",64,115,"ADU"
"buono","COM","USA",78,116,"TUT"
"buono","GRO","USA",65,116,"GEN"
"buono","COM","USA",83,116,"GEN"
"buono","AVV","USA",92,116,"ADU"
"ottimo","COM","USA",81,116,"GEN"
"scadente","COM","USA",89,116,"GEN"
"mediocre","SPI","USA",65,116,"GEN"
"mediocre","COM","ITA",78,117,"GEN"
"mediocre","COM","ITA",83,117,"GEN"
"ottimo","FAN","USA",79,117,"ADU"
"mediocre","COM","ITA",78,117,"GEN"
"buono","DRA","USA",58,117,"GEN"
"buono","DRA","USA",88,117,"ADU"
"mediocre","AVV","USA",90,118,"ADU"
"buono","COM","USA",57,118,"GEN"
"mediocre","DRA","GB",52,118,"GEN"
"buono","WES","USA",53,118,"ADU"
"buono","WES","USA",60,118,"GEN"
"mediocre","HOR","USA",85,118,"ADU"
"buono","CMC","ITA",94,118,"TUT"
"ottimo","SEN","USA",73,118,"GEN"
"buono","COM","ITA",54,118,"GEN"
"buono","AVV","USA",84,118,"TUT"
"buono","AVV","USA",84,118,"TUT"
"buono","GIA","USA",22,118,"GEN"
"ottimo","DRA","ITA",61,119,"ADU"
"buono","AVV","USA",76,119,"GEN"
"mediocre","COM","GB",63,119,"GEN"
"buono","AVV","USA",35,119,"TUT"
"mediocre","COM","GB",63,119,"GEN"
"buono","COM","USA",89,119,"GEN"
"ottimo","WES","USA",56,119,"ADU"
"buono","CMC","ITA",91,120,"TUT"
"mediocre","DRA","USA",94,120,"GEN"
"mediocre","THR","USA",78,120,"GEN"
"mediocre","HOR","USA",92,120,"ADU"
"mediocre","THR","USA",78,120,"GEN"
"scadente","THR","USA",90,120,"ADU"
"mediocre","DRA","ITA",90,120,"ADU"
"scadente","AVV","USA",79,120,"TUT"
"mediocre","DRA","ITA",90,120,"GEN"
"mediocre","AVV","USA",92,120,"ADU"
"mediocre","COM","ITA",57,120,"TUT"
"mediocre","MUS","USA",91,120,"ADU"
"mediocre","DRA","USA",90,120,"ADU"
"buono","DRA","USA",78,120,"ADU"
"mediocre","DRA","ITA",90,120,"GEN"
"scadente","POL","USA",90,120,"ADU"
"buono","COM","USA",64,120,"TUT"
"mediocre","SEN","USA",80,120,"TUT"
"scadente","THR","USA",90,120,"ADU"
"mediocre","DRA","USA",94,120,"ADU"
"mediocre","DRA","USA",92,120,"GEN"
"buono","DRA","USA",58,120,"GEN"
"buono","HOR","USA",82,120,"ADU"
"buono","COM","USA",90,120,"GEN"
"mediocre","POL","FRA",83,120,"GEN"
"buono","DRA","ITA",64,120,"GEN"
"mediocre","DRA","USA",56,121,"GEN"
"buono","WES","USA",59,121,"GEN"
"mediocre","DRA","GB",90,121,"GEN"
"buono","COM","USA",56,121,"GEN"
"capolavoro","WES","USA",59,121,"GEN"
"mediocre","SEN","USA",59,121,"GEN"
"mediocre","DRA","GB",90,121,"GEN"
"buono","THR","USA",62,121,"GEN"
"mediocre","AVV","USA",74,122,"GEN"
"buono","PSI","FRA",81,122,"ADU"
"buono","COM","USA",79,122,"GEN"
"mediocre","DRA","USA",88,122,"GEN"
"mediocre","DRA","USA",88,122,"GEN"
"mediocre","AVV","USA",89,122,"GEN"
"mediocre","AVV","USA",85,123,"GEN"
"mediocre","AVV","USA",85,123,"ADU"
"mediocre","DRA","USA",41,123,"GEN"
"buono","DRA","USA",89,123,"GEN"
"buono","DRA","USA",90,123,"ADU"
"buono","DRA","USA",86,123,"GEN"
"buono","THR","USA",79,123,"GEN"
"buono","AVV","GB",77,123,"GEN"
"buono","AVV","USA",40,123,"ADU"
"mediocre","AVV","GB",86,123,"GEN"
"ottimo","AVV","USA",75,124,"GEN"
"buono","DRA","USA",87,124,"ADU"
"mediocre","COM","ITA",71,124,"GEN"
"mediocre","COM","USA",60,124,"GEN"
"mediocre","SEN","USA",59,124,"GEN"
"scadente","COM","ITA",73,124,"ADU"
"mediocre","COM","USA",89,124,"GEN"
"mediocre","SEN","USA",59,124,"GEN"
"buono","COM","ITA",63,125,"GEN"
"buono","DRA","USA",77,125,"GEN"
"buono","AVV","ITA",64,125,"GEN"
"buono","THR","FRA",90,125,"ADU"
"buono","AVV","ITA",64,125,"GEN"
"buono","THR","FRA",90,125,"ADU"
"mediocre","AVV","ITA",76,125,"TUT"
"buono","DRA","USA",77,125,"GEN"
"buono","THR","USA",92,125,"ADU"
"buono","WES","USA",64,125,"ADU"
"buono","COM","ITA",63,125,"GEN"
"mediocre","POL","USA",81,125,"ADU"
"buono","WES","USA",64,125,"ADU"
"mediocre","DRA","USA",62,126,"GEN"
"buono","WES","USA",60,126,"GEN"
"mediocre","DRA","USA",62,126,"GEN"
"buono","AVV","USA",85,126,"ADU"
"mediocre","DRA","USA",61,126,"GEN"
"buono","FAN","USA",92,126,"TUT"
"mediocre","DRA","USA",91,126,"ADU"
"mediocre","DRA","USA",86,126,"ADU"
"mediocre","BIO","USA",77,127,"ADU"
"buono","THR","USA",92,127,"ADU"
"buono","DRA","USA",89,127,"GEN"
"capolavoro","COM","ITA",73,127,"GEN"
"mediocre","AVV","USA",86,127,"ADU"
"mediocre","WES","USA",69,128,"GEN"
"buono","WES","USA",69,128,"GEN"
"mediocre","THR","GB",74,128,"GEN"
"ottimo","DRA","USA",63,129,"TUT"
"buono","AVV","GB",84,129,"GEN"
"mediocre","POL","USA",73,129,"ADU"
"buono","AVV","GB",84,129,"GEN"
"mediocre","DRA","USA",76,130,"GEN"
"buono","AVV","USA",75,130,"GEN"
"buono","AVV","USA",75,130,"GEN"
"mediocre","COM","ITA",87,130,"GEN"
"scadente","AVV","USA",66,130,"GEN"
"mediocre","AZI","GB",85,130,"GEN"
"buono","DRA","USA",43,130,"GEN"
"mediocre","COM","ITA",87,130,"GEN"
"buono","AVV","USA",75,130,"GEN"
"mediocre","THR","GB",74,130,"GEN"
"buono","WES","USA",76,131,"GEN"
"mediocre","BEL","GB",69,132,"GEN"
"buono","COM","USA",82,133,"GEN"
"buono","COM","USA",82,133,"GEN"
"mediocre","DRA","USA",91,134,"ADU"
"mediocre","AVV","USA",76,134,"GEN"
"mediocre","AVV","USA",76,134,"GEN"
"mediocre","MUS","USA",79,134,"GEN"
"mediocre","DRA","USA",91,134,"ADU"
"mediocre","DRA","USA",91,134,"GEN"
"mediocre","AZI","GB",89,135,"GEN"
"buono","DRA","USA",66,135,"GEN"
"buono","DRA","USA",91,135,"GEN"
"buono","AVV","USA",73,135,"GEN"
"buono","WES","USA",76,135,"GEN"
"buono","BEL","USA",45,135,"GEN"
"mediocre","DRA","USA",66,135,"GEN"
"mediocre","COM","USA",92,135,"GEN"
"mediocre","DRA","USA",92,135,"GEN"
"ottimo","FAN","USA",77,135,"ADU"
"buono","COM","USA",82,136,"GEN"
"buono","COM","USA",61,136,"TUT"
"buono","AZI","GB",83,137,"GEN"
"buono","DRA","USA",84,137,"ADU"
"ottimo","COM","ITA",87,137,"TUT"
"buono","AVV","GB",83,137,"GEN"
"ottimo","POL","USA",93,137,"ADU"
"buono","BIO","USA",83,137,"GEN"
"mediocre","DRA","ITA",68,138,"ADU"
"buono","DRA","USA",56,139,"ADU"
"capolavoro","WES","USA",69,139,"ADU"
"ottimo","COM","ITA",75,140,"GEN"
"buono","DRA","GER",85,140,"GEN"
"ottimo","DRA","USA",90,140,"GEN"
"ottimo","COM","ITA",75,140,"GEN"
"mediocre","FAN","GB",76,140,"GEN"
"mediocre","DRA","GB",68,140,"ADU"
"mediocre","DRA","ITA",79,140,"ADU"
"buono","BEL","GER",80,140,"GEN"
"mediocre","WES","USA",92,140,"GEN"
"capolavoro","WES","USA",59,141,"GEN"
"buono","BIO","USA",92,144,"GEN"
"buono","BIO","USA",92,144,"GEN"
"buono","COM","USA",72,144,"GEN"
"mediocre","SPI","USA",73,144,"GEN"
"buono","MUS","USA",68,151,"ADU"
"mediocre","DRA","USA",57,152,"GEN"
"buono","DRA","USA",87,152,"ADU"
"buono","DRA","USA",87,152,"ADU"
"buono","DRA","GB",62,153,"ADU"
"buono","DRA","GB",48,153,"GEN"
"buono","AVV","USA",65,154,"GEN"
"mediocre","BIO","USA",43,156,"GEN"
"mediocre","BIO","USA",43,156,"GEN"
"mediocre","WES","USA",64,159,"GEN"
"buono","WES","USA",64,159,"GEN"
"ottimo","DRA","ITA",87,160,"GEN"
"ottimo","BEL","GB",57,161,"ADU"
"mediocre","BEL","USA",65,165,"GEN"
"buono","DRA","USA",57,168,"GEN"
"buono","DRA","USA",57,168,"GEN"
"mediocre","STO","ITA",66,174,"TUT"
"mediocre","STO","ITA",66,174,"TUT"
"buono","BIO","GB",82,189,"TUT"
"ottimo","DRA","USA",91,189,"ADU"
"ottimo","DRA","USA",59,212,"GEN"
"ottimo","GAN","USA",84,220,"ADU"
"ottimo","GAN","USA",84,220,"ADU"
"ottimo","STO","USA",56,222,"TUT"
"buono","AVV","USA",56,222,"TUT"
"mediocre","DRA","SPA",72,95,"ADU"
"buono","BEL","USA",83,103,"ADU"
"buono","WES","USA",59,106,"ADU"
"mediocre","GIA","USA",86,89,"ADU"
"buono","AVV","USA",87,104,"ADU"
"buono","GIA","USA",82,116,"ADU"
"buono","WES","USA",73,122,"ADU"
"mediocre","GIA","USA",50,93,"ADU"
"buono","THR","USA",91,128,"ADU"
"mediocre","GIA","USA",89,93,"ADU"
"mediocre","THR","USA",90,107,"ADU"
"scadente","GIA","ITA",88,85,"ADU"
"mediocre","AVV","USA",89,106,"ADU"
"mediocre","BIO","ITA",86,125,"ADU"
"scadente","THR","USA",93,88,"ADU"
"buono","GIA","ITA",75,128,"ADU"
"scadente","THR","USA",92,105,"ADU"
"buono","GAN","GB",90,119,"ADU"
"scadente","THR","GER",91,95,"ADU"
"mediocre","FAN","USA",89,95,"ADU"
"mediocre","THR","USA",92,92,"ADU"
"mediocre","FAN","USA",87,102,"ADU"
"scadente","SEX","ITA",78,90,"ADU"
"mediocre","FAN","USA",87,97,"ADU"
"buono","SEN","USA",84,108,"ADU"
"mediocre","DRA","USA",93,90,"ADU"
"mediocre","POL","USA",73,124,"ADU"
"buono","DRA","USA",56,114,"ADU"
"mediocre","POL","ITA",73,105,"ADU"
"buono","DRA","USA",42,127,"ADU"
"mediocre","POL","USA",87,102,"ADU"
"mediocre","DRA","USA",84,108,"ADU"
"mediocre","POL","USA",73,111,"ADU"
"buono","DRA","ITA",91,85,"ADU"
"mediocre","POL","USA",91,91,"ADU"
"mediocre","DRA","GB",58,99,"ADU"
"scadente","POL","USA",92,90,"ADU"
"ottimo","CMC","USA",80,130,"ADU"
"mediocre","MUS","USA",75,137,"ADU"
"buono","DRA","USA",63,101,"ADU"
"mediocre","HOR","USA",78,116,"ADU"
"buono","DRA","GB",87,135,"ADU"
"buono","HOR","USA",82,113,"ADU"
"mediocre","DRA","USA",94,87,"ADU"
"mediocre","AZI","USA",91,93,"ADU"
"ottimo","DRA","USA",93,100,"ADU"
"mediocre","HOR","USA",90,99,"ADU"
"mediocre","DRA","USA",90,88,"ADU"
"mediocre","HOR","CAN",88,95,"ADU"
"buono","DRA","USA",85,85,"ADU"
"mediocre","GIA","USA",89,100,"ADU"
"mediocre","DRA","USA",51,87,"ADU"
"mediocre","GIA","GB",91,99,"ADU"
"mediocre","DRA","USA",63,101,"ADU"
"buono","WES","USA",54,100,"ADU"
"buono","DRA","USA",80,132,"ADU"
"mediocre","THR","USA",94,90,"ADU"
"mediocre","DRA","GB",91,101,"ADU"
"mediocre","THR","USA",94,100,"ADU"
"mediocre","DRA","USA",92,92,"ADU"
"buono","THR","USA",94,90,"ADU"
"ottimo","DRA","USA",55,111,"ADU"
"mediocre","THR","USA",95,98,"ADU"
"mediocre","DRA","FRA",91,96,"ADU"
"mediocre","POL","USA",88,99,"ADU"
"mediocre","DRA","USA",93,89,"ADU"
"buono","POL","USA",87,107,"ADU"
"mediocre","DRA","FRA",63,95,"ADU"
"mediocre","POL","CAN",80,97,"ADU"
"mediocre","DRA","USA",71,97,"ADU"
"mediocre","POL","USA",86,100,"ADU"
"mediocre","DRA","USA",92,90,"ADU"
"mediocre","AVV","USA",89,98,"ADU"
"buono","DRA","USA",59,114,"ADU"
"ottimo","HOR","GB",58,82,"ADU"
"mediocre","DRA","USA",91,90,"ADU"
"mediocre","GIA","HOL",88,105,"ADU"
"mediocre","DRA","USA",91,99,"ADU"
"mediocre","WES","ITA",73,98,"ADU"
"buono","DRA","USA",77,118,"ADU"
"mediocre","THR","USA",94,90,"ADU"
"mediocre","DRA","USA",91,90,"ADU"
"mediocre","THR","USA",90,100,"ADU"
"mediocre","DRA","CAN",87,100,"ADU"
"buono","POL","USA",89,106,"ADU"
"mediocre","DRA","USA",93,91,"ADU"
"mediocre","POL","ITA",51,90,"ADU"
"ottimo","DRA","USA",67,109,"ADU"
"scadente","HOR","ITA",88,82,"ADU"
"mediocre","COM","SPA",90,101,"ADU"
"buono","GIA","USA",91,130,"ADU"
"mediocre","COM","ITA",92,95,"ADU"
"mediocre","AVV","USA",85,90,"ADU"
"mediocre","COM","ITA",75,105,"ADU"
"mediocre","POL","USA",73,95,"ADU"
"mediocre","COM","ITA",91,105,"ADU"
"mediocre","AZI","USA",87,88,"ADU"
"mediocre","COM","ITA",85,100,"ADU"
"buono","AVV","USA",75,128,"ADU"
"scadente","COM","ITA",76,100,"ADU"
"ottimo","THR","USA",86,117,"ADU"
"buono","COM","USA",80,121,"ADU"
"buono","HOR","USA",63,101,"ADU"
"scadente","COM","ITA",70,86,"ADU"
"mediocre","DRA","USA",91,110,"GEN"
"scadente","CMC","ITA",76,101,"GEN"
"mediocre","AVV","ITA",76,100,"GEN"
"mediocre","DRA","USA",59,123,"GEN"
"ottimo","WES","USA",59,141,"GEN"
"buono","COM","ITA",78,91,"GEN"
"buono","COM","USA",36,115,"GEN"
"buono","COM","SPA",88,100,"GEN"
"mediocre","WES","USA",69,119,"GEN"
"mediocre","DRA","USA",87,100,"GEN"
"buono","COM","USA",87,97,"GEN"
"buono","COM","ITA",67,120,"GEN"
"mediocre","WES","USA",69,110,"GEN"
"mediocre","DRA","FRA",86,110,"GEN"
"buono","COM","ITA",91,88,"GEN"
"buono","COM","USA",87,131,"GEN"
"buono","WES","USA",68,92,"GEN"
"mediocre","COM","ITA",85,107,"GEN"
"scadente","WES","ITA",67,105,"GEN"
"buono","COM","USA",37,84,"GEN"
"mediocre","COM","ITA",79,98,"GEN"
"mediocre","DRA","ITA",91,94,"GEN"
"buono","WES","USA",55,96,"GEN"
"mediocre","DRA","USA",58,158,"GEN"
"mediocre","WES","USA",52,91,"GEN"
"scadente","COM","ITA",94,102,"GEN"
"mediocre","COM","USA",90,80,"GEN"
"buono","DRA","ITA",60,110,"GEN"
"mediocre","COM","ITA",93,121,"GEN"
"scadente","DRA","ITA",82,122,"GEN"
"ottimo","COM","USA",86,96,"GEN"
"mediocre","DRA","USA",89,105,"GEN"
"buono","COM","USA",87,102,"GEN"
"mediocre","AVV","CAN",79,101,"GEN"
"mediocre","WES","USA",57,102,"GEN"
"mediocre","THR","USA",93,106,"GEN"
"buono","COM","USA",39,86,"GEN"
"mediocre","DRA","CAN",81,121,"GEN"
"mediocre","COM","USA",92,87,"GEN"
"ottimo","DRA","USA",63,101,"GEN"
"mediocre","COM","ITA",83,117,"GEN"
"buono","THR","USA",79,102,"GEN"
"mediocre","COM","USA",84,94,"GEN"
"buono","AVV","USA",58,86,"GEN"
"mediocre","COM","USA",90,90,"GEN"
"buono","DRA","USA",52,90,"GEN"
"mediocre","AVV","GB",89,94,"GEN"
"mediocre","COM","USA",83,93,"GEN"
"mediocre","COM","ITA",80,95,"GEN"
"mediocre","DRA","USA",86,91,"GEN"
"mediocre","WES","USA",68,114,"GEN"
"buono","DRA","USA",40,100,"GEN"
"mediocre","WES","ITA",68,83,"GEN"
"ottimo","DRA","FRA",43,90,"GEN"
"buono","THR","USA",88,100,"GEN"
"buono","STO","ITA",41,87,"GEN"
"mediocre","THR","FRA",78,95,"GEN"
"mediocre","SPI","USA",84,113,"GEN"
"mediocre","COM","ITA",90,90,"GEN"
"mediocre","COM","ITA",82,114,"GEN"
"mediocre","AVV","ITA",82,92,"GEN"
"buono","COM","ITA",65,100,"GEN"
"buono","DRA","USA",80,117,"GEN"
"buono","COM","ITA",88,92,"GEN"
"mediocre","DRA","USA",61,153,"GEN"
"buono","AVV","USA",80,119,"GEN"
"scadente","DRA","ITA",81,88,"GEN"
"mediocre","AVV","USA",90,90,"GEN"
"mediocre","SPI","GB",87,130,"GEN"
"scadente","COM","ITA",86,101,"GEN"
"mediocre","COM","USA",89,96,"GEN"
"mediocre","COM","ITA",82,113,"GEN"
"scadente","SEN","USA",93,90,"GEN"
"mediocre","AVV","USA",84,96,"GEN"
"scadente","DRA","USA",88,92,"GEN"
"buono","COM","USA",57,110,"GEN"
"scadente","DRA","ITA",81,107,"GEN"
"buono","COM","ITA",89,90,"GEN"
"ottimo","DRA","USA",75,113,"GEN"
"capolavoro","COM","USA",32,83,"GEN"
"scadente","SEN","USA",92,90,"GEN"
"mediocre","COM","USA",88,92,"GEN"
"mediocre","DRA","ITA",53,95,"GEN"
"buono","COM","FRA",90,94,"GEN"
"buono","SEN","USA",40,103,"GEN"
"mediocre","COM","GB",80,110,"GEN"
"mediocre","DRA","USA",93,90,"GEN"
"mediocre","AVV","USA",79,115,"GEN"
"mediocre","AVV","USA",80,121,"GEN"
"mediocre","AVV","ITA",40,98,"GEN"
"buono","AVV","USA",55,115,"GEN"
"mediocre","COM","USA",69,132,"GEN"
"mediocre","CMC","USA",88,85,"GEN"
"mediocre","AVV","USA",81,95,"GEN"
"buono","POL","USA",46,99,"GEN"
"buono","DRA","USA",55,117,"GEN"
"buono","POL","USA",88,103,"GEN"
"mediocre","COM","ITA",92,103,"GEN"
"mediocre","DRA","GB",78,121,"GEN"
"mediocre","COM","ITA",54,100,"GEN"
"scadente","DRA","ITA",68,95,"GEN"
"buono","WES","USA",80,95,"GEN"
"scadente","AVV","ITA",85,93,"GEN"
"buono","WES","USA",67,126,"GEN"
"mediocre","AVV","USA",91,135,"GEN"
"mediocre","COM","USA",91,104,"GEN"
"mediocre","DRA","USA",89,117,"GEN"
"mediocre","WES","ITA",68,132,"GEN"
"mediocre","AVV","CAN",85,85,"GEN"
"mediocre","COM","USA",59,80,"GEN"
"mediocre","AVV","USA",55,106,"GEN"
"mediocre","COM","ITA",88,104,"GEN"
"mediocre","AVV","USA",59,115,"GEN"
"buono","COM","USA",83,93,"GEN"
"mediocre","POL","USA",88,98,"GEN"
"mediocre","COM","USA",63,101,"GEN"
"mediocre","DRA","USA",93,89,"GEN"
"buono","COM","USA",78,112,"GEN"
"mediocre","FAN","USA",87,100,"GEN"
"mediocre","AVV","USA",89,100,"GEN"
"scadente","FAN","USA",75,101,"GEN"
"mediocre","COM","USA",82,110,"GEN"
"buono","FAN","USA",84,107,"GEN"
"scadente","COM","USA",84,92,"GEN"
"mediocre","FAN","USA",81,109,"GEN"
"mediocre","COM","USA",88,98,"GEN"
"mediocre","AVV","USA",87,99,"GEN"
"buono","COM","ITA",91,100,"GEN"
"mediocre","AVV","USA",90,106,"GEN"
"buono","COM","ITA",76,85,"GEN"
"scadente","CMC","ITA",70,91,"GEN"
"mediocre","COM","USA",87,89,"GEN"
"mediocre","FAN","USA",87,98,"GEN"
"buono","THR","USA",88,120,"GEN"
"mediocre","AVV","ITA",92,114,"GEN"
"buono","COM","GB",90,115,"GEN"
"mediocre","CMC","ITA",80,99,"GEN"
"mediocre","COM","USA",91,95,"GEN"
"buono","POL","USA",88,106,"GEN"
"buono","COM","ITA",68,128,"GEN"
"mediocre","POL","USA",91,99,"GEN"
"buono","COM","USA",90,126,"GEN"
"mediocre","FAN","USA",82,113,"GEN"
"mediocre","DRA","ARG",86,118,"GEN"
"mediocre","FAN","USA",80,100,"GEN"
"buono","DRA","USA",68,144,"GEN"
"mediocre","FAN","USA",84,114,"GEN"
"mediocre","WES","USA",69,91,"GEN"
"buono","GAN","USA",39,104,"GEN"
"mediocre","COM","ITA",65,112,"GEN"
"mediocre","CMC","USA",89,97,"GEN"
"mediocre","WES","USA",69,128,"GEN"
"mediocre","GIA","ITA",80,98,"GEN"
"mediocre","COM","GER",93,114,"GEN"
"mediocre","AVV","USA",83,107,"GEN"
"scadente","COM","ITA",87,95,"GEN"
"scadente","BIO","ITA",55,104,"GEN"
"buono","WES","USA",65,120,"GEN"
"mediocre","MUS","USA",54,132,"GEN"
"mediocre","THR","USA",78,100,"GEN"
"scadente","BEL","CAN",88,105,"GEN"
"mediocre","COM","USA",58,107,"GEN"
"mediocre","GIA","USA",75,90,"GEN"
"buono","COM","USA",48,116,"GEN"
"buono","BEL","GB",77,123,"GEN"
"mediocre","COM","USA",84,98,"GEN"
"mediocre","BEL","USA",70,145,"GEN"
"ottimo","DRA","USA",73,112,"GEN"
"mediocre","MUS","ITA",66,90,"GEN"
"ottimo","DRA","USA",40,129,"GEN"
"buono","BEL","ITA",69,127,"GEN"
"buono","COM","USA",82,105,"GEN"
"mediocre","GIA","USA",92,100,"GEN"
"mediocre","WES","ITA",67,87,"GEN"
"mediocre","BEL","USA",48,96,"GEN"
